id,region_id,store_id,deal_id,status,platform_category_id
1213,54,116,25,0,4
1214,54,116,26,0,4
1215,54,116,27,0,4
1216,54,116,28,0,4
1217,54,116,29,0,3
1218,54,116,30,0,3
1219,54,116,31,0,3
1220,54,116,32,0,3
1221,54,116,33,0,13
1222,54,116,34,0,13
1223,54,116,35,0,13
1224,54,116,36,0,13
1225,54,116,37,0,13
1226,54,116,38,0,13
1227,54,116,39,0,13
1228,54,116,40,0,13
1229,54,116,41,0,13
1230,54,116,42,0,13
1231,54,117,1,0,3
1232,54,117,3,0,13
1233,54,117,4,0,5
1234,54,117,5,0,14
1235,54,117,6,0,4
1236,54,117,7,0,4
1237,54,117,8,0,4
1238,54,117,9,0,4
1239,54,117,10,0,4
1240,54,117,11,0,4
1241,54,117,12,0,4
1242,54,117,13,0,3
1243,54,117,14,0,3
1244,54,117,15,0,3
1245,54,117,16,0,3
1246,54,117,17,0,13
1247,54,117,18,0,13
1248,54,117,19,0,13
1249,54,117,20,0,13
1250,54,117,21,0,13
1251,54,117,22,0,4
1252,54,117,23,0,4
1253,54,117,24,0,4
1254,54,117,25,0,4
1255,54,117,26,0,4
1256,54,117,27,0,4
1257,54,117,28,0,4
1258,54,117,29,0,3
1259,54,117,30,0,3
1260,54,117,31,0,3
1261,54,117,32,0,3
1262,54,117,33,0,13
1263,54,117,34,0,13
1264,54,117,35,0,13
1265,54,117,36,0,13
1266,54,117,37,0,13
1267,54,117,38,0,13
1268,54,117,39,0,13
1269,54,117,40,0,13
1270,54,117,41,0,13
1271,54,117,42,0,13
1272,54,118,1,0,3
1273,54,118,3,0,13
1274,54,118,4,0,5
1275,54,118,5,0,14
1276,54,118,6,0,4
1277,54,118,7,0,4
1278,54,118,8,0,4
1279,54,118,9,0,4
1280,54,118,10,0,4
1281,54,118,11,0,4
1282,54,118,12,0,4
1283,54,118,13,0,3
1284,54,118,14,0,3
1285,54,118,15,0,3
1286,54,118,16,0,3
1287,54,118,17,0,13
1288,54,118,18,0,13
1289,54,118,19,0,13
1290,54,118,20,0,13
1291,54,118,21,0,13
1292,54,118,22,0,4
1293,54,118,23,0,4
1294,54,118,24,0,4
1295,54,118,25,0,4
1296,54,118,26,0,4
1297,54,118,27,0,4
1298,54,118,28,0,4
1299,54,118,29,0,3
1300,54,118,30,0,3
1301,54,118,31,0,3
1302,54,118,32,0,3
1303,54,118,33,0,13
1304,54,118,34,0,13
1305,54,118,35,0,13
1306,54,118,36,0,13
1307,54,118,37,0,13
1308,54,118,38,0,13
1309,54,118,39,0,13
1310,54,118,40,0,13
1311,54,118,41,0,13
1312,54,118,42,0,13
1313,54,119,1,0,3
1314,54,119,3,0,13
1315,54,119,4,0,5
1316,54,119,5,0,14
1317,54,119,6,0,4
1318,54,119,7,0,4
1319,54,119,8,0,4
1320,54,119,9,0,4
1321,54,119,10,0,4
1322,54,119,11,0,4
1323,54,119,12,0,4
1324,54,119,13,0,3
1325,54,119,14,0,3
1326,54,119,15,0,3
1327,54,119,16,0,3
1328,54,119,17,0,13
1329,54,119,18,0,13
1330,54,119,19,0,13
1331,54,119,20,0,13
1332,54,119,21,0,13
1333,54,119,22,0,4
1334,54,119,23,0,4
1335,54,119,24,0,4
1336,54,119,25,0,4
1337,54,119,26,0,4
1338,54,119,27,0,4
1339,54,119,28,0,4
1340,54,119,29,0,3
1341,54,119,30,0,3
1342,54,119,31,0,3
1343,54,119,32,0,3
1344,54,119,33,0,13
1345,54,119,34,0,13
1346,54,119,35,0,13
1347,54,119,36,0,13
1348,54,119,37,0,13
1349,54,119,38,0,13
1350,54,119,39,0,13
1351,54,119,40,0,13
1352,54,119,41,0,13
1353,54,119,42,0,13
1354,54,120,1,0,3
1355,54,120,3,0,13
1356,54,120,4,0,5
